X,Y,Z,Prefab,Projector,Filler,
-0.85548,0,0.82138,tar,P1,NaN,
-0.50845,0,-0.12651,tar,P1,NaN,
-0.99654,0,0.33175,tar,P1,NaN,
-0.48028,0,-1.3108,tar,P1,NaN,
-0.78846,0,-1.3447,tar,P1,NaN,
0.53338,0,-1.5458,tar,P2,NaN,
0.98324,0,-1.1081,tar,P2,NaN,
0.88445,0,0.47312,tar,P2,NaN,
0.19764,0,0.30851,tar,P2,NaN,
0.64198,0,1.487,tar,P2,NaN,
0.76554,0,1.2205,tar,P2,NaN,
-0.97073,0,1.8344,tar,P2,NaN,
-0.48556,0,1.0378,tar,P2,NaN,
-0.81053,0,0.31709,tar,P2,NaN,
-0.82524,0,-0.0039373,tar,P2,NaN,
-0.74508,0,-0.75176,tar,P2,NaN,
-0.67394,0,-1.0843,tar,P2,NaN,
0.84419,0,-1.288,tar,P3,NaN,
0.87148,0,-0.87473,tar,P3,NaN,
0.62195,0,0.35722,tar,P3,NaN,
0.10951,0,0.40308,tar,P3,NaN,
0.67934,0,1.41,tar,P3,NaN,
0.74867,0,0.82028,tar,P3,NaN,
-0.96056,0,1.5976,tar,P3,NaN,
-0.43009,0,1.6557,tar,P3,NaN,
-0.49125,0,-0.30803,tar,P3,NaN,
-0.79334,0,-0.56607,tar,P3,NaN,
-0.2,0,-1.5315,tar,P3,NaN,
-0.32123,0,-1.8111,tar,P3,NaN,
0.435,0,-1.2883,tar,P1,NaN,
0.90085,0,-1.4355,tar,P1,NaN,
0.90065,0,-0.37746,tar,P1,NaN,
0.51857,0,0.47892,tar,P1,NaN,
0.79985,0,1.6657,tar,P1,NaN,
0.9952,0,0.99142,tar,P1,NaN,
-0.45265,0,1.7885,tar,P1,NaN,
-0.85548,0,0.82138,tar,P1,NaN,
-0.50845,0,-0.12651,tar,P1,NaN,
-0.99654,0,0.33175,tar,P1,NaN,
-0.48028,0,-1.3108,tar,P1,NaN,
-0.78846,0,-1.3447,tar,P1,NaN,
0.53338,0,-1.5458,tar,P2,NaN,
0.98324,0,-1.1081,tar,P2,NaN,
0.88445,0,0.47312,tar,P2,NaN,
0.19764,0,0.30851,tar,P2,NaN,
0.64198,0,1.487,tar,P2,NaN,
0.76554,0,1.2205,tar,P2,NaN,
-0.97073,0,1.8344,tar,P2,NaN,
-0.48556,0,1.0378,tar,P2,NaN,
-0.81053,0,0.31709,tar,P2,NaN,
-0.82524,0,-0.0039373,tar,P2,NaN,
-0.74508,0,-0.75176,tar,P2,NaN,
-0.67394,0,-1.0843,tar,P2,NaN,
0.84419,0,-1.288,tar,P3,NaN,
0.87148,0,-0.87473,tar,P3,NaN,
0.62195,0,0.35722,tar,P3,NaN,
0.10951,0,0.40308,tar,P3,NaN,
0.67934,0,1.41,tar,P3,NaN,
0.74867,0,0.82028,tar,P3,NaN,
-0.96056,0,1.5976,tar,P3,NaN,
-0.43009,0,1.6557,tar,P3,NaN,
-0.49125,0,-0.30803,tar,P3,NaN,
-0.79334,0,-0.56607,tar,P3,NaN,
-0.2,0,-1.5315,tar,P3,NaN,
-0.32123,0,-1.8111,tar,P3,NaN,
0.435,0,-1.2883,tar,P1,NaN,
0.90085,0,-1.4355,tar,P1,NaN,
0.90065,0,-0.37746,tar,P1,NaN,
0.51857,0,0.47892,tar,P1,NaN,
0.79985,0,1.6657,tar,P1,NaN,
0.9952,0,0.99142,tar,P1,NaN,
-0.45265,0,1.7885,tar,P1,NaN,
-0.85548,0,0.82138,tar,P1,NaN,
-0.50845,0,-0.12651,tar,P1,NaN,
-0.99654,0,0.33175,tar,P1,NaN,
-0.48028,0,-1.3108,tar,P1,NaN,
-0.78846,0,-1.3447,tar,P1,NaN,
0.53338,0,-1.5458,tar,P2,NaN,
0.98324,0,-1.1081,tar,P2,NaN,
0.88445,0,0.47312,tar,P2,NaN,
0.19764,0,0.30851,tar,P2,NaN,
0.64198,0,1.487,tar,P2,NaN,
0.76554,0,1.2205,tar,P2,NaN,
-0.97073,0,1.8344,tar,P2,NaN,
-0.48556,0,1.0378,tar,P2,NaN,
-0.81053,0,0.31709,tar,P2,NaN,
-0.82524,0,-0.0039373,tar,P2,NaN,
-0.74508,0,-0.75176,tar,P2,NaN,
-0.67394,0,-1.0843,tar,P2,NaN,
0.84419,0,-1.288,tar,P3,NaN,
0.87148,0,-0.87473,tar,P3,NaN,
0.62195,0,0.35722,tar,P3,NaN,
0.10951,0,0.40308,tar,P3,NaN,
0.67934,0,1.41,tar,P3,NaN,
0.74867,0,0.82028,tar,P3,NaN,
-0.96056,0,1.5976,tar,P3,NaN,
-0.43009,0,1.6557,tar,P3,NaN,
-0.49125,0,-0.30803,tar,P3,NaN,
-0.79334,0,-0.56607,tar,P3,NaN,
-0.2,0,-1.5315,tar,P3,NaN,
-0.32123,0,-1.8111,tar,P3,NaN,
