X,Y,Z,Prefab,Projector,Filler,
0.64401,0,-1.5312,tar,P3,NaN,
0.5157,0,-1.8426,tar,P3,NaN,
0.29782,0,-1.4315,tar,P3,NaN,
0.33052,0,-1.6653,tar,P3,NaN,
0.49618,0,-1.0109,tar,P3,NaN,
0.30814,0,-1.2257,tar,P3,NaN,
0.79962,0,-1.7799,tar,P3,NaN,
0.97385,0,-0.86543,tar,P3,NaN,
0.31109,0,-1.9147,tar,P3,NaN,
0.25822,0,0.086029,tar,P3,NaN,
0.79593,0,0.45581,tar,P3,NaN,
0.58957,0,-0.29315,tar,P3,NaN,
0.2781,0,-0.12438,tar,P3,NaN,
0.68269,0,0.23048,tar,P3,NaN,
0.72666,0,-0.51981,tar,P3,NaN,
0.37034,0,-0.65771,tar,P3,NaN,
0.14306,0,0.32578,tar,P3,NaN,
0.82672,0,-0.21471,tar,P3,NaN,
0.50526,0,-0.056841,tar,P3,NaN,
0.13747,0,-0.3116,tar,P3,NaN,
0.88494,0,0.068853,tar,P3,NaN,
0.99644,0,-0.34834,tar,P3,NaN,
0.11502,0,-0.56421,tar,P3,NaN,
0.99976,0,1.2924,tar,P3,NaN,
0.42655,0,0.73925,tar,P3,NaN,
0.19396,0,0.90515,tar,P3,NaN,
0.37067,0,1.0316,tar,P3,NaN,
0.83143,0,1.5593,tar,P3,NaN,
0.60003,0,1.2993,tar,P3,NaN,
0.92484,0,0.77821,tar,P3,NaN,
0.15007,0,1.4984,tar,P3,NaN,
0.10256,0,1.1909,tar,P3,NaN,
0.64973,0,0.77442,tar,P3,NaN,
0.61993,0,1.6454,tar,P3,NaN,
0.36816,0,1.6743,tar,P3,NaN,
0.33326,0,1.2776,tar,P3,NaN,
0.20943,0,0.67925,tar,P3,NaN,
-0.49996,0,0.96353,tar,P3,NaN,
-0.50799,0,1.3454,tar,P3,NaN,
-0.95219,0,1.5857,tar,P3,NaN,
-0.3991,0,0.62761,tar,P3,NaN,
-0.72855,0,1.2583,tar,P3,NaN,
-0.096048,0,1.0003,tar,P3,NaN,
-0.17042,0,0.72709,tar,P3,NaN,
-0.28082,0,1.1142,tar,P3,NaN,
-0.88336,0,1.0282,tar,P3,NaN,
-0.72782,0,0.85241,tar,P3,NaN,
-0.086253,0,1.6522,tar,P3,NaN,
-0.99063,0,0.74637,tar,P3,NaN,
-0.35936,0,1.7111,tar,P3,NaN,
-0.082246,0,1.3386,tar,P3,NaN,
-0.83581,0,0.095074,tar,P3,NaN,
-0.83682,0,-0.50022,tar,P3,NaN,
-0.43162,0,-0.5514,tar,P3,NaN,
-0.15331,0,-0.45771,tar,P3,NaN,
-0.59594,0,0.088023,tar,P3,NaN,
-0.45183,0,0.3471,tar,P3,NaN,
-0.19641,0,-0.12594,tar,P3,NaN,
-0.258,0,0.11853,tar,P3,NaN,
-0.79014,0,-0.23549,tar,P3,NaN,
-0.65298,0,-0.38684,tar,P3,NaN,
-0.55807,0,-0.16131,tar,P3,NaN,
-0.17763,0,0.42024,tar,P3,NaN,
-1.014,0,0.21352,tar,P3,NaN,
-0.38882,0,-0.26947,tar,P3,NaN,
-0.26813,0,-1.267,tar,P3,NaN,
-0.95715,0,-1.8328,tar,P3,NaN,
-0.86206,0,-1.3607,tar,P3,NaN,
-0.1277,0,-1.8373,tar,P3,NaN,
-0.085975,0,-1.3509,tar,P3,NaN,
-0.12275,0,-1.592,tar,P3,NaN,
-0.6507,0,-1.8777,tar,P3,NaN,
-0.69641,0,-1.5847,tar,P3,NaN,
-0.70668,0,-1.1481,tar,P3,NaN,
-0.75858,0,-0.90482,tar,P3,NaN,
-1.016,0,-1.5801,tar,P3,NaN,
-1.0244,0,-0.87808,tar,P3,NaN,
-0.306,0,-0.93158,tar,P3,NaN,
-0.13256,0,-1.0617,tar,P3,NaN,
