X,Y,Z,Prefab,Projector,Filler,
-0.68496,0,-0.78244,tar,P2,NaN,
-0.32645,0,-1.5709,tar,P2,NaN,
0.85978,0,-1.3069,tar,P3,NaN,
0.37864,0,-1.7164,tar,P3,NaN,
0.7822,0,-1.7408,tar,P3,NaN,
0.16027,0,-1.599,tar,P3,NaN,
0.15179,0,-1.2677,tar,P3,NaN,
0.75308,0,-1.0504,tar,P3,NaN,
0.27135,0,-1.8994,tar,P3,NaN,
0.50501,0,-1.1603,tar,P3,NaN,
0.40857,0,-1.3676,tar,P3,NaN,
1.0014,0,-1.5315,tar,P3,NaN,
0.61969,0,-1.3483,tar,P3,NaN,
0.4299,0,-0.91702,tar,P3,NaN,
0.58689,0,-1.6546,tar,P3,NaN,
0.2158,0,-0.93946,tar,P3,NaN,
0.97851,0,0.23137,tar,P3,NaN,
0.12657,0,-0.26728,tar,P3,NaN,
0.81607,0,0.37448,tar,P3,NaN,
0.58043,0,-0.38242,tar,P3,NaN,
0.88753,0,-0.58013,tar,P3,NaN,
0.23936,0,0.18299,tar,P3,NaN,
0.60269,0,0.37783,tar,P3,NaN,
0.38374,0,-0.59976,tar,P3,NaN,
0.41295,0,-0.097562,tar,P3,NaN,
0.16623,0,0.40312,tar,P3,NaN,
0.21674,0,-0.022771,tar,P3,NaN,
0.70163,0,0.096879,tar,P3,NaN,
0.69934,0,-0.19677,tar,P3,NaN,
0.65168,0,-0.61826,tar,P3,NaN,
0.1163,0,1.4196,tar,P3,NaN,
0.44947,0,1.489,tar,P3,NaN,
0.66591,0,0.66432,tar,P3,NaN,
0.38615,0,0.78301,tar,P3,NaN,
0.58944,0,0.90096,tar,P3,NaN,
0.71436,0,1.2518,tar,P3,NaN,
0.67903,0,1.5394,tar,P3,NaN,
0.94043,0,0.8355,tar,P3,NaN,
0.92309,0,1.0532,tar,P3,NaN,
0.33498,0,1.1033,tar,P3,NaN,
0.16364,0,0.82859,tar,P3,NaN,
1.0153,0,1.4642,tar,P3,NaN,
1.0094,0,1.7223,tar,P3,NaN,
0.1383,0,1.22,tar,P3,NaN,
-0.71865,0,0.70678,tar,P3,NaN,
-0.30834,0,1.3051,tar,P3,NaN,
-0.80782,0,1.0992,tar,P3,NaN,
-0.86113,0,0.90309,tar,P3,NaN,
-0.95141,0,1.4703,tar,P3,NaN,
-0.45309,0,0.99994,tar,P3,NaN,
-0.25042,0,0.98875,tar,P3,NaN,
-0.18835,0,1.4919,tar,P3,NaN,
-0.50232,0,1.5074,tar,P3,NaN,
-0.071165,0,1.2582,tar,P3,NaN,
-0.58736,0,1.1535,tar,P3,NaN,
-0.94544,0,0.7137,tar,P3,NaN,
-0.41601,0,0.75863,tar,P3,NaN,
-0.73411,0,1.557,tar,P3,NaN,
-0.58998,0,0.36,tar,P3,NaN,
-0.078365,0,-0.29295,tar,P3,NaN,
-0.13855,0,0.41771,tar,P3,NaN,
-0.55791,0,-0.10435,tar,P3,NaN,
-0.94225,0,0.40363,tar,P3,NaN,
-0.3287,0,-0.23203,tar,P3,NaN,
-0.86353,0,0.17721,tar,P3,NaN,
-0.33425,0,0.043866,tar,P3,NaN,
-0.56212,0,-0.32547,tar,P3,NaN,
-0.95746,0,-0.27574,tar,P3,NaN,
-0.66863,0,-0.50227,tar,P3,NaN,
-0.35351,0,-0.60001,tar,P3,NaN,
-1.0239,0,-0.061245,tar,P3,NaN,
-0.88161,0,-0.4822,tar,P3,NaN,
-0.091234,0,-1.0083,tar,P3,NaN,
-0.39899,0,-1.6019,tar,P3,NaN,
-0.95876,0,-1.5794,tar,P3,NaN,
-0.89929,0,-1.2276,tar,P3,NaN,
-0.85455,0,-0.90912,tar,P3,NaN,
-0.38412,0,-1.8742,tar,P3,NaN,
-0.8195,0,-1.7792,tar,P3,NaN,
-0.51695,0,-1.3572,tar,P3,NaN,
-0.62674,0,-0.95623,tar,P3,NaN,
-0.69081,0,-1.5266,tar,P3,NaN,
-0.11691,0,-1.3851,tar,P3,NaN,
-0.28867,0,-0.89969,tar,P3,NaN,
-0.1087,0,-1.783,tar,P3,NaN,
-1.0249,0,-0.80096,tar,P3,NaN,
